"crim","zn","indus","chas","nox","rm","age","dis","rad","tax","ptratio","black","lstat","medv"
0.000284219138427804,0.808794258809144,0.107039005886742,0,0.0242172217328982,0.301427041907849,3.2853055236551,0.185721090744945,0.0456700547888979,6.30482945013104,0.727945042259684,7.08279543899333,0.231909485893708,1.1482234028331
0.00130118537449216,0,0.347650198703013,0,0.0223676157735646,0.312204719062771,4.19076899364812,0.23909064905888,0.0968549627199735,5.14516860700307,0.899771657197078,7.06071657391233,0.451788745084476,1.09814308223394
0.00131512231252769,0,0.351682546372297,0,0.0226238940379645,0.353389778340791,3.27274096385119,0.241842356495712,0.0979725790413475,5.13684409731424,0.910233311449735,6.97688346565491,0.201515630267796,1.78463617093042
0.00159537073283913,0,0.110866838067372,0,0.0225950777263539,0.351951132359249,2.47940292808074,0.301845654207605,0.150278298421874,4.68017981689278,0.977041250701152,6.96526418257357,0.150288559650667,1.75477602017684
0.00338015557493592,0,0.110153368629929,0,0.022442510693309,0.35708366695286,2.93103182471136,0.299832031334103,0.149284747199327,4.69616334771507,0.971184876649108,7.02635992729687,0.270727548674808,1.89070892059627
0.00146884637608347,0,0.110730286668949,0,0.0225595849502927,0.322942464502086,3.1850503651375,0.301399599285824,0.150066021988415,4.6915925725432,0.976232998105354,6.97062423352928,0.26601776153413,1.50675089394218
0.00390670635180238,0.552635824924656,0.358826843041834,0,0.0232079026314269,0.271188486037004,3.32132636053781,0.248435064028257,0.224680117791087,6.65170326412942,0.711738607821584,7.0873108012399,0.569574824752159,1.07833151991625
0.00632032105947495,0.546074327198892,0.35488424103508,0,0.0229333612393285,0.275251076238566,4.79604522713658,0.262774578806116,0.222108940584443,6.71785373226768,0.704680799482388,7.1720005738534,0.868014920969571,1.26380306708881
0.00936483578668779,0.553664811012253,0.360053016548288,0,0.0232530123404599,0.254723382012786,5.06871865809762,0.272380016053899,0.22527390523975,6.72688000969082,0.715351286599703,6.99117248718378,1.37654789516922,0.781218624334821
0.00758345453945415,0.556986387530806,0.362012088992795,0,0.0233918696202132,0.273132625141578,4.34749694388745,0.296940509549425,0.226564094164268,6.68829645763162,0.718769135154441,6.95804952351189,0.790660672608796,0.898973939414552
0.00991288514335639,0.550505207037671,0.357723859898072,0,0.0231193545595904,0.286683516508673,4.72631630599059,0.282537323281563,0.223900798276791,6.69779213533279,0.710176940712339,7.07346062347151,0.934330296731519,0.704935555275112
0.00516479529590569,0.549116118863118,0.356609702275873,0,0.0230602875450345,0.269357214761243,4.12424448916234,0.276443006020843,0.223268820557009,6.6718132170289,0.707531349690538,7.12988726985482,0.604333865069031,0.884781538991643
0.00420592500694125,0.560137452296355,0.36355482610242,0,0.0235225284760975,0.269183921564217,1.9550668632113,0.246816921682137,0.227688932927886,6.61156400776868,0.720714115576213,6.95795342323454,0.729295225475229,1.03455103256703
0.0279854279837526,0,0.372507284143438,0,0.0239297135604446,0.269399548239932,3.07296880637985,0.211189084833292,0.180463188108623,6.52999978441715,0.986267688784534,7.07705787712839,0.379847635717426,0.963318485277526
0.0289106387476863,0,0.380421767369406,0,0.0244041416550039,0.281773109415604,4.31604619165666,0.204222736864488,0.18416642368971,6.56974516334341,1.0086139195533,6.80644350874959,0.481965868802638,0.879172394164033
0.0279707309660983,0,0.373686002440166,0,0.0240074469303375,0.265037404863505,2.81318405854469,0.202468773211074,0.181042855935742,6.5210029430992,0.989263162685488,7.04544696623863,0.390729676259218,0.942528531462567
0.0478468551407802,0,0.380418835477438,0,0.0244466329072196,0.274518357673712,1.47262521347912,0.206160418363726,0.184334835705536,6.48226987348919,1.00659505422866,6.85150057819779,0.308989185121782,1.11309840811652
0.0351985314036734,0,0.376674615083086,0,0.0241708942479622,0.27417535453568,4.13464024501103,0.193005276101114,0.182378761916301,6.57021261220119,0.998441800108758,6.92934651741178,0.682306197291423,0.836796100386547
0.0425768398471676,0,0.447112868197291,0,0.0285677097718176,0.295992899176477,2.13627169003792,0.203676064548095,0.216040876554139,6.50075197222372,1.18859104996566,5.11103852514875,0.645791626767886,1.15032543199453
0.0324895719985362,0,0.375426197595934,0,0.0241053950335326,0.261330078879816,3.48969240310064,0.171594696807555,0.181831789541324,6.54383633920518,0.994475797443615,6.98174915321299,0.522837236485513,0.866675814938515
0.0567226041798872,0,0.380628810910473,0,0.0244023542447037,0.257537451719673,5.04180532223553,0.173848488611976,0.184206704506971,6.60067695051103,1.00987273000191,6.77102729107007,0.988075652626119,0.657896317910422
0.0378072024122525,0,0.372319967015251,0,0.023894999827285,0.269887090068881,4.47345122021408,0.179787264214349,0.180282101904985,6.58101799279334,0.986845763820585,7.04495378082879,0.635790142567474,0.926330014206793
0.054276865413407,0,0.369460717568187,0,0.0237152892942151,0.275776580423567,4.56839879984672,0.17685170169445,0.178911218609786,6.58488039572673,0.979161625342532,7.12851414093329,0.853963053388706,0.712773679276579
0.0435512094549235,0,0.369740396125565,0,0.0237272565959942,0.261176215290925,4.9963485441054,0.182217315665938,0.179022971696073,6.59742949594226,0.980178648670089,7.09724534773293,0.907610149145687,0.680700810500497
0.0331463094940465,0,0.370679250999023,0,0.0237911184490584,0.266855952521591,4.70272199939182,0.19628071026062,0.179492427954015,6.58497457071673,0.982472441302895,7.08174230859619,0.746032897924762,0.734015826968447
0.0428936616012765,0,0.430417810261742,0,0.0274852347030466,0.292326237282104,4.92428646483479,0.229952391541645,0.207898799798518,6.58001824580018,1.14557261983139,5.42483256951439,0.878152236491198,0.763192380213586
0.0305303455622195,0,0.381587992701374,0,0.0244694908563311,0.269475533948947,4.63832600735857,0.214894411514257,0.184693933886021,6.58462838215628,1.01212305898037,6.76237981631722,0.697886565298913,0.804749682903386
0.0484756389593994,0,0.42777561794009,0,0.02731707132049,0.313778331847761,5.08390246327204,0.228480951574052,0.206622985529913,6.58920587228473,1.13860545221591,5.4848419987427,0.913469397746211,0.807686408436134
0.0344804877634713,0,0.374397210204316,0,0.0240212714789284,0.295474051488179,4.76486028743078,0.200683023180197,0.181260989731176,6.58763462542244,0.992630268958778,6.96728098642049,0.591752866147791,0.874766240355275
0.0453556484714739,0,0.379901581489804,0,0.0243652410876926,0.308039882378749,4.46463661298533,0.193723264257782,0.183892271262889,6.58361314463303,1.00751116685474,6.82246442914952,0.56201950242654,1.01339047839271
0.0526245740205427,0,0.391280377716799,0,0.0250621991283528,0.271450965924025,4.96510201974816,0.19906075517951,0.189275775599082,6.60094159402475,1.03892816773204,6.47143172067771,1.09223971533558,0.632126635597227
0.061354135023068,0,0.380351325672772,0,0.0243892745943566,0.280564712882668,5.12761870324266,0.190997359817876,0.18409104142996,6.59187652384261,1.00892013079319,6.76651345227857,0.612494570433266,0.700735971239179
0.0789906824252549,0,0.482349908334352,0,0.0306564653886725,0.347541174020263,5.21693163891567,0.230067603511491,0.232442143582834,6.56850979531401,1.28874203802799,4.14339126260391,1.65297302895536,0.81590906975143
0.0537128780075819,0,0.3920967369524,0,0.0251160364149991,0.271453221231268,5.01620296631645,0.178476480130322,0.189677335029521,6.59445083397174,1.040998072138,6.4406417755129,0.888678169488776,0.653318067627682
0.0890188693223563,0,0.467323122745389,0,0.0297312714013207,0.345096507173435,6.01736301272703,0.210183709611764,0.22530880798222,6.58567350648211,1.24774973599414,4.43530468750853,1.17535783705814,0.807835231731165
0.00294320375774899,0,0.281750589854316,0,0.0229086579809143,0.277464144467137,3.49149376196664,0.1556387871122,0.232932786566605,5.92950313063348,0.932089827609456,7.06567651550568,0.459906729572951,0.922631450002226
0.00462327351988934,0,0.291801069799012,0,0.0236995334106812,0.282793156015013,3.24731112276872,0.161910904399004,0.24111077538195,5.93048064301426,0.966198675898694,6.71612656188971,0.561538925199408,1.01222111249518
0.00369761940940542,0,0.283239519289427,0,0.0230449763921994,0.275101805389866,2.1190170370491,0.183271419806686,0.234247002763893,5.89372314548532,0.936255194188633,7.02897799570848,0.418817135348381,1.02951577725149
0.00813428402592424,0,0.285265688205158,0,0.0232092642627609,0.282563352893778,1.54952003536953,0.180503419037735,0.23592166781671,5.88602071438517,0.942907291413619,6.9585866577433,0.487224082626166,1.21948249419294
0.00130420388143435,3.53693154455811,0.143809387984063,0,0.0202229925540772,0.317815899064221,1.15879177483926,0.257616012483398,0.143978855971143,5.39379120183217,0.917864581356156,7.07909942632549,0.21172673951799,1.55406197029923
0.00158542959539488,3.53672202107727,0.143775327741987,0,0.0202216068434438,0.338431872825237,0.838412178334874,0.257586232282271,0.143957524716151,5.38758795274903,0.917471675659823,7.0721807990727,0.097015258449314,1.76009844992298
0.00635209908588073,0,0.354915680845144,0,0.0223513184619878,0.344058038131262,0.156119855853119,0.287965436741453,0.151882454995222,4.86228999814065,0.943009726576403,6.74328205825461,0.24980908294192,1.40853819574565
0.00708074394093919,0,0.356417025928724,0,0.0224397399817278,0.314808653740607,0.357063460895568,0.289128024839119,0.152503853300799,4.86666571443791,0.947244231080128,6.7120166309624,0.301157121574844,1.34579004082316
0.00780980769808232,0,0.348812790080856,0,0.0219758832418729,0.310264099118083,0.344988319546905,0.283091023625177,0.149299192815908,4.86531467210295,0.926561584732832,6.90793770842589,0.377379077671853,1.28507602676913
0.00604952759902667,0,0.351534983874428,0,0.0221115115662713,0.305344117820647,2.16378231805567,0.284969400384259,0.150337209289696,4.90837328192302,0.935436501914117,6.86839051736848,0.488335133676715,1.11400553630136
0.00834524812676083,0,0.34678760694085,0,0.0218309485214208,0.282099997769616,1.79994330122972,0.250775873770265,0.148369041608233,4.89559745521587,0.922080763301416,6.98783402205726,0.514958408727629,0.99951868816792
0.00916802929652144,0,0.346780219031313,0,0.0218265162322108,0.287236646269242,1.77615274049099,0.250737660464908,0.148351642749624,4.90141903287051,0.922252970102684,6.99478912000069,0.713689066146482,1.03601650408161
0.0110835071185726,0,0.345081977708142,0,0.0216795264034317,0.297664259108988,4.62348262776331,0.277951083188876,0.14748010734225,4.96735292218435,0.919739510527783,6.9999375073422,0.94392661072532,0.858013081094842
